text,label,length
" Mercy Mercy
Have mercy, have mercy, baby 
 Have mercy, have mercy on me 
 Well I went to see the gypsy 
 To have my fortune read She said ""Man, your baby gonna leave you 
 Her bags are packed up under the bed,"" 
 That`s right 
 
 Have mercy, have mercy, baby 
 Have mercy, have mercy on me 
 But if you leave me baby 
 Girl if you put me down 
 I`m gonna make it to the nearest river child 
 And jump overboard and drown 
 That`s right 
 
 Have mercy, have mercy, baby 
 Have mercy, have mercy on me 
 I said hey hey baby, hey hey now 
 What you trying to do 
 Hey hey baby, hey hey now 
 Please don`t say we`re through 
 
 Have mercy, have mercy, baby 
 Have mercy, have mercy on me 
 But if you stay baby 
 I tell you what I`m gonna do 
 I`m gonna work two jobs, seven days a week 
 And bring my money home to you 
 That`s right 
 Have mercy, have mercy, baby 
 Have mercy, have mercy on me 
 Yeah 
 
 Have mercy, have mercy, baby 
 Have mercy, have mercy on me 
 
   ",stones,641
" Torned And Frayed
Hey let him follow you down, 
 Way underground wind and he`s bound. 
 Bound to follow you down, 
 Just a dead beat right off the street. 
 Bound to follow you down. 
 Well the ballrooms and smelly bordellos 
 And dressing rooms filled with parasites. 
 On stage the band has got problems, 
 They`re a bag of nerves on first nights. 
 He ain`t tied down to no home town, 
 Yeah, and he thought he was wreckless. 
 You think he`s bad, he thinks you`re mad, 
 Yeah, and the guitar player gets restless. 
 
 And his coat is torn and frayed, 
 It`s seen much better days. 
 Just as long as the guitar plays 
 Let it steal your heart away, 
 Let it steal your heart away. 
 
 Joe`s got a cough, sounds kind a rough, 
 Yeah, and the codeine to fix it. 
 Doctor prescribes, drug store supplies, 
 Who`s gonna help him to kick it 
 
 Well his coat is torn and frayed, 
 It`s seen much better days. 
 Just as long as the guitar plays 
 Let it steal your heart away, 
 Let it steal your heart away. 
 
   ",stones,641
" If You Really Want To Be My Friend
If you really want to be my friend 
 Let me live it up like I used to do 
 If you really want to understand me 
 There`s some giving up we got to do 
 
 I know ev`rybody wants to be your man 
 I don`t want to tie you up, go ahead, you`re free 
 And I never want to scar you with my brand 
 We could live it up, just a you and me 
 
 If you really want to understand a man 
 Let him off the lead sometimes, set him free 
 If you really, really want to be my friend 
 Give me the look of love, not jealousy 
 
 I know you think that life is a thriller 
 You play the vamp, I play the killer 
 Now baby, what`s the use of fighting? 
 By the last reel we`ll be cryin` cryin`, cryin 
 
 If you really want to be my man 
 Get your nails out of my back 
 Stop using me 
 
 You know I really, really want to be your friend 
 But just a little faith is all we need 
 I don`t want no dog eat dog world for you and me 
 Get your nails out, stop bleeding me 
 
 You know, people tell me you are a vulture 
 Say you`re a sore in a cancer culture 
 Ay, but you got a little charm around you 
 I`ll be there when they finally hound you 
 Hound you, hound you 
 
 If you really want to be my friend 
 And I really want to understand you baby 
 If you really want to be my friend 
 If you really want to understand me 
 I really want to be your man 
 I want to try to give you a helping hand 
 
 I really want to be your friend 
 I want to push you when you`re up 
 And pull you when you`re down 
 If you really want you to understand me 
 I`ll tell you something, that love can`t thrive on jealousy 
 
 I really want to understand you 
 I really want to be your man 
 `Cause understanding is something ev`rybody needs 
 I really want to be your friend 
 And I love you, love you, yes, I do 
 
   ",stones,641
" Connection
Connection, I just can`t make no connection. 
 But all I want to do is to get back to you. 
 
 Everything is going in the wrong direction. 
 The doctor wants to give me more injections. 
 Giving me shots for a thousand rare infections 
 And I don`t know if he`ll let me go 
 
 Connection, I just can`t make no connection. 
 But all I want to do is to get back to you. 
 Connection, I just can`t make it, connection 
 But all I want to do is to get back to you. 
 
 My bags they get a very close inspection. 
 I wonder why it is that they suspect me 
 They`re dying to add me to their collections 
 And I don`t know if they`ll let me go 
 
 Connection, I just can`t make no connection. 
 But all I want to do is to get back to you. 
 Connection, I just can`t make no connection. 
 But all I want to do is to get back to you. 
 
   ",stones,641
" Ventilator Blues
When your spine is cracking and your hands, they shake, 
 Heart is bursting and you butt`s gonna break. 
 Your woman`s cussing, you can hear her scream, 
 You feel like murder in the first degree. 
 Ain`t nobody slowing down no way, 
 Ev`rybody`s stepping on their accelerator, 
 Don`t matter where you are, 
 Ev`rybody`s gonna need a ventilator. 
 When you`re trapped and circled with no second chances, 
 Your code of living is your gun in hand. 
 We can`t be browed by beating, we can`t be cowed by words, 
 Messed by cheating, ain`t gonna ever learn. 
 Ev`rybody walking `round, 
 Ev`rybody trying to step on their Creator. 
 Don`t matter where you are, ev`rybody, ev`rybody gonna 
 Need some kind of ventilator, some kind of ventilator. 
 What you gonna do about it, what you gonna do? 
 What you gonna do about it, what you gonna do? 
 Gonna fight it, gonna fight it? 
 
   ",stones,641
" Miss You
I've been holding out so long

I've been sleeping all alone

Lord I miss you

I've been hanging on the phone

I've been sleeping all alone

I want to kiss you

Oooh oooh oooh oooh oooh oooh oooh

Oooh oooh oooh oooh oooh oooh oooh

Well, I've been haunted in my sleep

You've been starring in my dreams

Lord I miss you

I've been waiting in the hall

Been waiting on your call

When the phone rings

It's just some friends of mine that say,

""Hey, what's the matter man?

We're gonna come around at twelve

With some Puerto Rican girls

That are just dyin' to meet you.

We're gonna bring a case of wine

Hey, let's go mess and fool around

You know, like we used to""

Aaah aaah aaah aaah aaah aaah aaah

Aaah aaah aaah aaah aaah aaah aaah

Oh everybody waits so long

Oh baby why you wait so long

Won't you come on! Come on!

I've been walking Central Park

Singing after dark

People think I'm crazy

I've been stumbling on my feet

Shuffling through the street

Asking people, ""What's the matter with you boy?""

Sometimes I want to say to myself

Sometimes I say

Oooh oooh oooh oooh oooh oooh oooh

Oooh oooh oooh oooh oooh oooh oooh

Oooh oooh oooh

I won't miss you child

I guess I'm lying to myself

It's just you and no one else

Lord I won't miss you child

You've been blotting out my mind

Fooling on my time

No, I won't miss you, baby, yeah

Lord, I miss you child

Aaah aaah aaah aaah aaah aaah aaah

Aaah aaah aaah aaah aaah aaah aaah

Aaah aaah aaah aaah

Lord, I miss you child

Aaah aaah aaah aaah aaah aaah aaah

Aaah aaah aaah aaah aaah aaah aaah

Aaah aaah aaah aaah

Lord, I miss you child

Aaah aaah aaah aaah aaah aaah aaah

Aaah aaah aaah aaah aaah aaah aaah

Aaah aaah aaah aaah  ",stones,641
" Everything Is Turning To Gold
I don`t care if your love grows cold
 Found love in someone else`s home
 Don`t like standin` in the snow 
 
 Everything`s turning to gold
 Everything`s turning to gold
 Everything`s turning to gold 
 
 You used to know me long ago
 Was so lost and way down low.
 Now that the love juice starts to flow,
 Now that the love juice starts to flow,
 Everything`s turning to gold
 Everything`s turning to gold 
 
 Everything`s turning, everything`s turning
 Everything`s turning, everything`s turning to gold 
 
 I`m tired, I`m tired of doing what I`m told.
 Things are moving way too slow.
 I got no problems, I got no problems, child.
 It ain`t my business, it ain`t my business, ain`t my style.
 Now that the love juice starts to flow,
 Now that the love juice starts to flow. 
   ",stones,641
" You Don't Have To Mean It
You don`t have to mean it 
 You just got to say it anyway 
 I just need to hear those words for me 
 
 You don`t have to say too much 
 Babe I wouldn`t even touch you anyway 
 I just want to hear you to say to me 
 
 Sweet lies 
 Baby baby dripping from your lips 
 Sweet sighs 
 Say to me come on and play 
 Play with me baby 
 
 You don`t have to mean it 
 You just got to say it to me baby 
 Whisper whisper whisper in my ear 
 (I don`t believe it) 
 (I don`t believe it) 
 
 I wouldn`t want to use you 
 Ooh I wouldn`t blame you anyway 
 If you never ever spoke to me 
 (I don`t believe it) 
 
 Hmm just say those little words 
 Sit on my shoulder like a little bird 
 Baby baby sing those words for me 
 
 Sweet lies 
 Baby baby dripping from yuor lips 
 Sweet sighs 
 Ooh you make me cry 
 
 Oh baby you know it 
 You know what I want to hear 
 Dripping from your lips 
 I got to tell you baby 
 Dripping from you lips 
 
 You don`t have to say too much 
 Whisper whisper baby baby 
 I just wanna hear you say to me 
 
 (I don`t believe it) 
 
 You don`t have to mean it 
 Babe just say it anyway 
 I just need to hear those words from your sweet lips 
 
 You don`t have to mean it 
 You don`t have to mean it 
 (I don`t believe you) 
 You don`t have to shout across the room 
 Just whisper in my ear baby 
 
   ",stones,641
" Let It Bleed
Well, we all need someone we can lean on

And if you want it, you can lean on me

Yeah, we all need someone we can lean on

And if you want it, you can lean on me

She said, ""My breasts, they will always be open

Baby, you can rest your weary head right on me

And there will always be a space in my parking lot

When you need a little coke and sympathy""

Yeah, we all need someone we can dream on

And if you want it, baby, well you can dream on me

Yeah, we all need someone we can cream on

And if you want to, well you can cream on me

I was dreaming of a steel guitar engagement

When you drunk my health in scented jasmine tea

But you knifed me in my dirty filthy basement

With that jaded, faded, junky nurse

Oh what pleasant company

We all need someone we can feed on

And if you want it, well you can feed on me

Take my arm, take my leg, oh baby don't you take my head

Yeah, we all need someone we can bleed on

Yeah, and if you want it, baby, well you can bleed on me

Yeah, we all need someone we can bleed on

Yeah, yeah, and if you want it, baby, why don'cha bleed on me

All over

Ahh, bleed it alright, bleed it alright, bleed it alright

You can bleed all over me

Bleed it alright, bleed it alright, you can be my rider

You can cum all over me

Bleed it alright, baby, bleed it alright, bleed it alright

You can cum all over me

Bleed it alright, baby cum all over me  ",stones,641
" Sleepy City
Walkin`thru` the sleepy city 
 In the dark it looks so pretty 
 Till I got to the one cafe 
 That stays open night and day 
 
 Just a lookin` at the sleepy city 
 In the night it looks so pretty 
 No one sees the city lights 
 they just care about the warmth inside 
 
 No one listens to what people say 
 I just sit and hear the radio play 
 Just then this girl walked in my way 
 And she was as pretty as my sleepy city 
 
 Will you walk through the sleepy city 
 In the night it looks so pretty 
 Tired of walkin on my own 
 It looks better when you`re not alone 
 
 Will you walk through the sleepy city 
 In the night it looks so pretty 
 I`m tired of walkin on my own 
 It looks better when you`re not alone 
 
 Mm mm mm mm mm mm 
 La la la la la la 
 La la la la la la la la 
 
 Will you walk through the sleepy city 
 In the night, well it looks so pretty 
 I`m tired of walkin on my own 
 It looks better when you`re not alone 
 
 C`mon walk through that sleepy city 
 I said in the night it looks so pretty 
 I`m tired of walkin that park on my own 
 It looks better when you`re not alone 
 
   ",stones,641
" Dirty Work
Living high, sitting in the sun 
 Sit on your ass till your work is done 
 You lazy mother, your hands are clean 
 You pull the strings and you got the clout 
 There`s something filthy living in your mouth 
 Pushing your buttons you get away free 
 
 You let somebody do the dirty work 
 Find some loser, find some jerk 
 Find some dumb ass do it all for free 
 Let somebody do the dirty work 
 Find some loser, find some jerk 
 Find some greaseball, yeah 
 
 It`s beginning to make me angry 
 I`m beginning to hate it 
 You`re a user, you`re a user 
 I`m gonna shake you 
 
 Let somebody do the dirty work 
 I never see no grease on you baby 
 Never roll your sleeves up, do you, never baby 
 Let somebody do the dirty work 
 Find some fucker, find some jerk 
 Do it all, do it all for free 
 
 While you`re out having all the fun 
 They`ll take the blame when the trouble comes 
 Let somebody do it, do it 
 
 It`s beginning to make me angry 
 I`m beginning to hate you 
 You`re a user, I hate you 
 When you push you make me crazy 
 
 Let somebody do it all for free 
 Let somebody do the dirty work 
 Let somebody do it all for free 
 Let somebody do the dirty work 
 Let somebody do the dirty work 
 Pushing it harder, pushing it harder 
 
   ",stones,641
" Cry To Me
When your baby leaves you all alone 
 And nobody call you on the phone 
 Doncha feel like crying 
 Doncha feel like crying like crying like crying 
 C`mon baby, cry to me 
 
 When you`re all alone in your lonely room 
 And there`s nothing but the smell of her perfume 
 Doncha feel like crying 
 Doncha feel like crying like crying like crying 
 C`mon baby, (c`mon) cry to me 
 
 Nothing could be sadder than a glass of wine alone 
 Loneliness loneliness, it just a waste of your time 
 But you don`t ever you don`t ever have to walk alone 
 You see, so c`mon take my hand 
 C`mon walk with me 
 
 When you`re waiting for a voice to come 
 In the night there is no one 
 Doncha feel like crying 
 Doncha feel like crying like crying like crying 
 C`mon baby, cry to me 
 
 C`mon baby, that`s right cry to me 
 Yes, I want you to come on baby 
 C`mon c`mon cry to me 
 I want you to c`mon baby 
 C`mon c`mon and cry to me 
 Yeah c`mon baby c`mon I want you to cry cry cry to me 
 Yeah I want you to cry cry cry cry cry cry cry 
 I want you to cry cry cry cry cry cry cry cry... 
 
   ",stones,641
" How Can I Stop
You offer me 
 All your love and sympathy 
 Sweet affection baby 
 It`s killing me 
 
 `Cause baby baby 
 Can`t you see 
 How could I stop 
 Once I start baby 
 
 How could I stop once I start 
 How could I stop 
 Yeah yeah 
 How could I stop once I start 
 
 You look at me 
 But I don`t know what you see 
 A reflection baby 
 Of what I want to be 
 
 I see your face 
 And I want to roll with it 
 
 But how could I stop 
 Baby how could I stop 
 How could I stop 
 Stop it, stop it 
 
 If I could, I`d take you all the way 
 Baby, baby listen what I say 
 There`s even some things 
 That I just would not pay 
 
 `Cause how could I stop 
 If I start babe 
 How could I stop 
 If I start 
 Start with you 
 
 How could I stop 
 If I start, baby 
 How could I stop 
 If I start with you 
 
 It`s too easy to lay here at your feet 
 I couldn`t take the heat 
 There`s somewhere else 
 Maybe you should go 
 Baby maybe baby just a further down the road 
 How could I stop 
 If I start with you baby 
 How could I stop 
 How could I stop 
 Once I start 
 
 You tell me baby 
 Once I`ve started with you 
 How could I stop 
 Once I start 
 
 Stop, stop, stop 
 
   ",stones,641
" Sad Sad Sad
Fling you out into orbit 
 No one`s going to hear you shout 
 And fools aren`t going to follow 
 You don`t send the sleaze about 
 
 Now you`re sad sad sad 
 Sad sad sad 
 Sad sad sad 
 But you`re gonna be fine 
 
 The elephant`s in the bedroom 
 Throwing all his weight about 
 And I`m locked in the bathroom 
 Your screaams are gonna drown me out 
 
 Now you`re sad sad sad 
 Sad sad sad 
 Sad sad sad 
 But you`re gonna be fine 
 
 I got a cold chill 
 I get a cool thrill 
 Are you ready for the gilded cage 
 Are you ready for the tears of rage 
 Come on baby, don`t let them drown you out 
 
 Now you`re sad sad sad 
 Sad sad sad 
 Sad sad sad 
 But you`re gonna be fine 
 
 You`re gonna be fine 
 You`re gonna be fine..... 
 
   ",stones,641
