web-scraper-order,web-scraper-start-url,pages,pages-href,songs,songs-href,text
"1543229139-166","https://songteksten.net/artist/lyrics/40/the-beatles.html","5","https://songteksten.net/artist/lyrics/40/the-beatles/page/5.html","Junk","https://songteksten.net/lyric/40/930/the-beatles/junk.html","The Beatles - Junk
(demo)

Motorcars

Handlebars

Bicycles for two

Broken hearted jubilee

Parachutes

Army boots

Sleeping bags for two

Nah nah nah nah jamboree

Buy buy...

Motorcars

Handlebars

Bicycles for two

Broken hearted jubilee

Parachutes

Army boots

Sleeping bags for you

Nah nah nah jamboree

Buy buy...

...the shop window

Why why, says the sign

In the yard

Buy buy, says the sign

In the shop window

Why why, says the junk

In the yard Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228955-76","https://songteksten.net/artist/lyrics/40/the-beatles.html","7","https://songteksten.net/artist/lyrics/40/the-beatles/page/7.html","Sure To Fall (In Love With You)","https://songteksten.net/lyric/40/1028/the-beatles/sure-to-fall-in-love-with-you.html","The Beatles - Sure To Fall (In Love With You)
I`m sure to fall, fall in love

I`m sure to fall in love with you

You are so sweet and so near

I`m sure to fall in love with you 

So hold me tight

Let tonight be the night

Darling don`t ever let me go

Loving you is the natural thing to do

I want you for the rest of my life

So hold me tight

Let tonight be the night

Darling don`t ever let me go

Loving you is the natural thing to do

I want you for the rest of my life Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229286-237","https://songteksten.net/artist/lyrics/40/the-beatles.html","3","https://songteksten.net/artist/lyrics/40/the-beatles/page/3.html","Glad All Over","https://songteksten.net/lyric/40/856/the-beatles/glad-all-over.html","The Beatles - Glad All Over
Ain`t no doubt about it

This must be love

One little kiss from you

And I feel glad all over

Oo baby, hot dang gilly

It`s silly

But I`m glad all over 

Yeah the goosepimples baby

`Cause I feel so good

When you call me like you do

And I feel glad all over

Oo mercy, I`m rock gone puppy

And I`m happy

And I`m glad all over

Your touch sewed me

Like an electric wire

Never thought of make love

It don`t take much looking

To see what I`ve got

But it shows, yes it shows

Come on honey Bonnie

Give me one more time

Everytime you do

Well I feel glad all over

Oo baby, hot dang gilly

It`s silly

But I`m glad all over

Yeah!

Tried to tell you

How I`m cooking inside

When we`re cheek to cheek

My temperature is low

Fever is high

I can`t speak

I`m too weak

Well come on honey Bonnie

Give me one more time

Everytime you do

Well I feel glad all over

Oo baby, hot dang gilly

It`s silly

But I`m glad all over

Hot dang gilly

It`s silly

But I`m glad all over

Well, hot dang gilly

It`s silly

But I`m glad all over Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229320-253","https://songteksten.net/artist/lyrics/40/the-beatles.html","2","https://songteksten.net/artist/lyrics/40/the-beatles/page/2.html","Everybody's Got Something To Hide Except For Me And My Monkey","https://songteksten.net/lyric/40/841/the-beatles/everybodys-got-something-to-hide-except-for-me-and-my-monkey.html","The Beatles - Everybody's Got Something To Hide Except For Me And My Monkey
Come on come on come on come on 

Come on is such a joy 

Come on is such a joy 

Come on take it easy 

Come on take it easy 

Take it easy take it easy 

Everybody`s got something to hide except for me and my monkey. 

The deeper you go the higher you fly 

The higher you fly the deeper you go 

So come on come on 

Come on is such a joy 

Come on is such a joy 

Come on make it easy 

Come on make it easy. 

Take it easy take it easy 

Everybody`s got something to hide except for me and my monkey. 

Your inside is out and your outside is in 

Your outside is in and your inside is out 

So come on come on 

Come on is such a joy 

Come on is such a joy 

Come on make it easy 

Come on make it easy 

Make it easy make it easy 

Everybody`s got something to hide except for me and my monkey.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229294-241","https://songteksten.net/artist/lyrics/40/the-beatles.html","3","https://songteksten.net/artist/lyrics/40/the-beatles/page/3.html","From Us To You","https://songteksten.net/lyric/40/852/the-beatles/from-us-to-you.html","The Beatles - From Us To You
Da da da da da dum dum dum

Da da da da da dum dum dum

Da da da da da dum dum dum 

If there`s anything that you want

If there`s anything we can do

Just call on us and we`ll send it along

With love from us to you

To you

To you

To you Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228905-52","https://songteksten.net/artist/lyrics/40/the-beatles.html","8","https://songteksten.net/artist/lyrics/40/the-beatles/page/8.html","The Sheik Of Araby","https://songteksten.net/lyric/40/1054/the-beatles/the-sheik-of-araby.html","The Beatles - The Sheik Of Araby
Well I`m the sheik of Araby

Your love belongs to me

Well at night where you`re asleep

Into your tent I`ll creep

Aha 

The stars that shine above

Will light our way to love

Ah you rule this world with me

I`m the sheik of Araby

Well I`m the sheik of Araby

Your love belongs to me

Wow oh at night where you`re asleep

Into your tent I`ll creep

Aha

The sun that shines above

Will light our way to love

You rule this world with me

I`m the sheik of Araby

Well I`m the sheik of Araby

Well I`m the sheik of Araby, yeah

The sheik of Araby... Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229244-216","https://songteksten.net/artist/lyrics/40/the-beatles.html","3","https://songteksten.net/artist/lyrics/40/the-beatles/page/3.html","Honey Pie","https://songteksten.net/lyric/40/878/the-beatles/honey-pie.html","The Beatles - Honey Pie
She was a working girl

North of England way

Now she's hit the big time

In the USA

And if she could only hear me

This is what I'd say



Honey pie you are making me crazy

I'm in love but I'm lazy

So won't you please come home



Oh honey pie my position is tragic

Come and show me the magic

Of your Hollywood song



You became a legend of the silver screen

And now the thought of meeting you

Makes me weak in the knee



Oh honey pie you are driving me frantic

Sail across the Atlantic

To be where you belong



Honey pie come back to me, oh



Yeah

I like it like that, oh ah

I like this kind of hot kind of music

Hot kind of music

Play it to me, play it to me, honey, the blues



Will the wind that blew her boat

Across the sea

Kindly send her sailing back to me



Honey pie you are making me crazy

I'm in love but I'm lazy

So won't you please come home

Come, come back to me, honey pie



Oooooooooooh oh

Oh oh oh oh oh oh oh

Honey pie, honey pie Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229111-152","https://songteksten.net/artist/lyrics/40/the-beatles.html","5","https://songteksten.net/artist/lyrics/40/the-beatles/page/5.html","Love Of The Loved","https://songteksten.net/lyric/40/944/the-beatles/love-of-the-loved.html","The Beatles - Love Of The Loved
Each time I look into your eyes,

I see that there, there heaven lies.

And as I look,

I see the love of the loved. 

Some day they`ll see that from the start,

My place has been deep in your heart.

And in your heart

I see the love of the loved.

Though I`ve said it all before,

I will say it more and more

Now that I`m really sure you love me.

And I know that from today,

I`ll see it in the way

That you look at me and say, ah, you love me.

So let it rain, I`ll never care?

Deep in your heart, I`ll still be there.

And when I`m there,

I see the love of the loved.

Though I`ve said it all before,

I will say it more and more

Now that I`m really sure you love me.

And I know that from today,

I`ll see it in the way

That you look at me and say, ah, you love me.

So let it rain, I`ll never care?

Deep in your heart, I`ll still be there.

And when I`m there,

I see the love of the loved,

I see the love of the loved,

I see the love of the loved. Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228981-89","https://songteksten.net/artist/lyrics/40/the-beatles.html","7","https://songteksten.net/artist/lyrics/40/the-beatles/page/7.html","She's A Woman","https://songteksten.net/lyric/40/1009/the-beatles/shes-a-woman.html","The Beatles - She's A Woman
My love don`t give me presents 

I know that she`s no peasant 

Only ever has to give me 

Love forever and forever 

My love don`t give me presents 

Turn me on when I get lonely 

People tell me that she`s only fooling 

I know she isn`t 

She don`t give boys the eye 

She hates to see me cry 

She is happy just to hear me 

Say that I will never leave her 

She don`t give boys the eye 

She will never make me jealous 

Gives me all her time as well as loving 

Don`t ask me why 

She`s a woman who understands 

She`s a woman who loves her man 

My love don`t give me presents 

I know that she`s no peasant 

Only ever has to give me 

Love forever and forever 

My love don`t give me presents 

Turn me on when I get lonely 

People tell me that she`s only fooling 

I know she isn`t 

Woo oo oo, woo 

She`s a woman who understands 

She`s a woman who loves her man 

She don`t give boys the eye 

She hates to see me cry 

She is happy just to hear me 

Say that I will never leave her 

She don`t give boys the eye 

She will never make me jealous 

Gives me all her time as well as loving 

Don`t ask me why 

She`s a woman, she`s a woman 

She`s a woman, she`s a woman 

She`s a woman  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229047-121","https://songteksten.net/artist/lyrics/40/the-beatles.html","6","https://songteksten.net/artist/lyrics/40/the-beatles/page/6.html","Oh! Darling","https://songteksten.net/lyric/40/976/the-beatles/oh-darling.html","The Beatles - Oh! Darling
Oh! Darling, please believe me 

I`ll never do you no harm 

Believe me when I tell you 

I`ll never do you no harm 

Oh! Darling, if you leave me 

I`ll never make it alone 

Believe me when I beg you 

Don`t ever leave me alone 

When you told me you didn`t need me anymore 

Well you know I nearly broke down and cried 

When you told me you didn`t need me anymore 

Well you know I nearly broke down and died 

Oh! Darling, if you leave me 

I`ll never make it alone 

Believe me when I tell you 

I`ll never do you no harm 

When you told me you didn`t need me anymore 

Well you know I nearly broke down and cried 

When you told me you didn`t need me anymore 

Well you know I nearly broke down and died 

Oh! Darling, please believe me 

I`ll never let you down 

Believe me when I tell you 

I`ll never do you no harm  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229354-270","https://songteksten.net/artist/lyrics/40/the-beatles.html","2","https://songteksten.net/artist/lyrics/40/the-beatles/page/2.html","Crying, Waiting, Hoping","https://songteksten.net/lyric/40/823/the-beatles/crying-waiting-hoping.html","The Beatles - Crying, Waiting, Hoping
Crying, waiting, hoping you`ll come back

I just can`t seem to get you off my mind

Crying, waiting, hoping you`ll come back

You`re the one I love, I think about you all the time 

Crying, do do do do, tear keep a falling all night long

Waiting, do do do do, it seems so useless I know it`s wrong

Keep a crying, waiting, hoping you`ll come back

Maybe someday soon it`ll change and you`ll be mine

Crying, do do do do, tears keep a falling all night long

Waiting, do do do do, it seems so useless I know it`s wrong

Keep a crying, waiting, hoping you`ll come back

Maybe someday soon it`ll change and you`ll be mine

Crying, waiting, hoping Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229330-258","https://songteksten.net/artist/lyrics/40/the-beatles.html","2","https://songteksten.net/artist/lyrics/40/the-beatles/page/2.html","Don't Pass Me By","https://songteksten.net/lyric/40/835/the-beatles/dont-pass-me-by.html","The Beatles - Don't Pass Me By
I listen for your footsteps 

Coming up the drive 

Listen for your footsteps 

But they don`t arrive 

Waiting for your knock dear 

On my old front door 

I don`t hear it 

Does it mean you don`t love me any more. 

I hear the clock a`ticking 

On the mantel shelf 

See the hands a`moving 

But I`m by myself 

I wonder where you are tonight 

And why I`m by myself 

I don`t see you 

Does it mean you don`t love me any more. 

Don`t pass me by don`t make me cry don`t make me blue 

`Cause you know darling I love only you 

You`ll never know it hurt me so 

How I hate to see you go 

Don`t pass me by don`t make me cry 

I`m sorry that I doubted you 

I was so unfair 

You were in a car crash 

And you lost your hair 

You said you would be late 

About an hour or two 

I said that`s alright I`m waiting here 

Just waiting to hear from you.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228837-19","https://songteksten.net/artist/lyrics/40/the-beatles.html","9","https://songteksten.net/artist/lyrics/40/the-beatles/page/9.html","Woman","https://songteksten.net/lyric/40/1085/the-beatles/woman.html","The Beatles - Woman
Woman do you love me?

Woman if you need me then believe me

I need you to be my woman.

Woman do you love me?

Woman if you need me then believe me

I need you to be my woman.

And should you ask me how I`m doing

What shall I say, things are OK

Well I know that they`re not

And I still may have lost you. 

Woman do you love me?

Woman if you need me then believe me

I need you to be my woman.

And shall you take your time and tell me

When we`re alone, love will come home

I would give up my world

If you`ll say that my girl is my woman.

I`ve got plenty of time,

Help me just to get through it.

Once again you`ll be mine

I still think we can do it.

And you know how much I love you.

Woman don`t forsake me.

Woman if you take me then believe me

I`ll take you to be my woman.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228835-18","https://songteksten.net/artist/lyrics/40/the-beatles.html","9","https://songteksten.net/artist/lyrics/40/the-beatles/page/9.html","Words Of Love","https://songteksten.net/lyric/40/1086/the-beatles/words-of-love.html","The Beatles - Words Of Love
Hold me close and tell me how you feel 

Tell me love is real 

Words of love you whisper soft and true 

Darling I love you 

Let me hear you say the words I long to hear 

Darling when you`re near 

Words of love you whisper soft and true 

Darling I love you  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229151-172","https://songteksten.net/artist/lyrics/40/the-beatles.html","5","https://songteksten.net/artist/lyrics/40/the-beatles/page/5.html","It Won't Be Long","https://songteksten.net/lyric/40/924/the-beatles/it-wont-be-long.html","The Beatles - It Won't Be Long
Ev`ry night when ev`rybody has fun, 

Here am I sitting all on my own, 

It won`t be long yeh, yeh, 

It won`t be long yeh, yeh, 

It won`t be long yeh, yeh, 

Till I belong to you. 

Since you left me I`m so alone, 

Now you`re coming, you`re coming home, 

I`ll be good like I know I should, 

You`re coming home, you`re coming home. 

Ev`ry night the tears come down from my eyes, 

Ev`ry day I`ve done nothing but cry. 

It won`t be long yeh, yeh. 

Since you left me I`m so alone, 

Now you`re coming, you`re coming home, 

I`ll be good like I know I should, 

You`re coming home, you`re coming home. 

Ev`ry day we`ll be happy, I know, 

Now I know that you won`t leave me no more. 

It won`t be long yeh, yeh.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228847-24","https://songteksten.net/artist/lyrics/40/the-beatles.html","9","https://songteksten.net/artist/lyrics/40/the-beatles/page/9.html","Why Don't We Do It In The Road","https://songteksten.net/lyric/40/1081/the-beatles/why-dont-we-do-it-in-the-road.html","The Beatles - Why Don't We Do It In The Road
Why don`t we do it in the road?

No one will be watching us 

Why don`t we do it in the road?  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229372-279","https://songteksten.net/artist/lyrics/40/the-beatles.html","2","https://songteksten.net/artist/lyrics/40/the-beatles/page/2.html","Carry That Weight","https://songteksten.net/lyric/40/814/the-beatles/carry-that-weight.html","The Beatles - Carry That Weight
Boy, you gotta carry that weight 

Carry that weight a long time 

Boy, you gotta carry that weight 

Carry that weight a long time 

I never give you my pillow 

I only send you my invitation 

And in the middle of the celebrations 

I break down 

Boy, you gotta carry that weight 

Carry that weight a long time 

Boy, you gotta carry that weight 

Carry that weight a long time  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229274-231","https://songteksten.net/artist/lyrics/40/the-beatles.html","3","https://songteksten.net/artist/lyrics/40/the-beatles/page/3.html","Goodbye","https://songteksten.net/lyric/40/862/the-beatles/goodbye.html","The Beatles - Goodbye
Please, don`t wake me up too late

Tomorrow comes and I will not be late

Late today, when it becomes tomorrow

I will leave to go away. 

Goodbye, goodbye, goodbye, goodbye, goodbye, goodbye

My love, goodbye. 

Songs that lingered on my lips

Excite me now and linger on my mind

Leave your flowers at my door

I`ll leave them for the one who waits behind 

Goodbye, goodbye, goodbye, goodbye, goodbye, goodbye

My love, goodbye. 

Goodbye, goodbye, goodbye, goodbye, goodbye, goodbye

My love, goodbye. 

Far away my lover sings a lonely song

And calls me to his side

When the song of lonely love invites me on

I must go to his side. 

Goodbye, goodbye, goodbye, goodbye, goodbye, goodbye

My love, goodbye. 

Goodbye, ah bye bye  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228919-59","https://songteksten.net/artist/lyrics/40/the-beatles.html","8","https://songteksten.net/artist/lyrics/40/the-beatles/page/8.html","The Continuing Story Of Bungalow Bill","https://songteksten.net/lyric/40/1045/the-beatles/the-continuing-story-of-bungalow-bill.html","The Beatles - The Continuing Story Of Bungalow Bill
Hey, Bungalow Bill 

What did you kill 

Bungalow Bill? 

He went out tiger hunting with his elephant and gun 

In case of accidents he always took his mom 

He`s the all American bullet-headed saxon mother`s son. 

All the children sing 

Hey Bungalow Bill 

What did you kill 

Bungalow Bill? 

Deep in the jungle where the mighty tiger lies 

Bill and his elephants were taken by surprise 

So Captain Marvel zapped in right between the eyes 

All the children sing 

Hey, Bungalow Bill 

What did you kill 

Bungalow Bill? 

The children asked him if to kill was not a sin 

Not when he looked so fierce, his mother butted in 

If looks could kill it would have been us instead of him 

All the children sing 

Hey, Bungalow Bill 

What did you kill 

Bungalow Bill?  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229268-228","https://songteksten.net/artist/lyrics/40/the-beatles.html","3","https://songteksten.net/artist/lyrics/40/the-beatles/page/3.html","Happiness Is A Warm Gun","https://songteksten.net/lyric/40/865/the-beatles/happiness-is-a-warm-gun.html","The Beatles - Happiness Is A Warm Gun
She`s not a girl who misses much 

Do do do do do do do do 

She`s well acquainted with the touch of the velvet hand 

Like a lizard on a window pane. 

The man in the crowd with the multicoloured mirrors 

On his hobnail boots 

Lying with his eyes while his hands are busy 

Working overtime 

A soap impression of his wife which he ate 

And donated to the Nation Trust. 

I need a fix `cause I`m going down 

Down to the bits that I left uptown 

I need a fix cause I`m going down 

Mother Superior jump the gun 

Mother Superior jump the gun 

Mother Superior jump the gun 

Mother Superior jump the gun. 

Happiness is a warm gun 

Happiness is a warm gun 

When I hold you in my arms 

And I feel my finger on your trigger 

I know no one can do me no harm 

Because happiness is a warm gun 

Yes it is. Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229009-103","https://songteksten.net/artist/lyrics/40/the-beatles.html","7","https://songteksten.net/artist/lyrics/40/the-beatles/page/7.html","Revolution","https://songteksten.net/lyric/40/992/the-beatles/revolution.html","The Beatles - Revolution
You say you want a revolution

Well you know

We all want to change the world

You tell me that it`s evolution

Well you know

We all want to change the world

But when you talk about destruction

Don`t you know you can count me out

Don`t you know it`s gonna be alright

Alright Alright

You say you got a real solution

Well you know

We`d all love to see the plan

You ask me for a contribution

Well you know

We`re doing what we can

But when you want money for people with minds that hate

All I can tell you is brother you have to wait

Don`t you know it`s gonna be alright

Alright Alright

You say you`ll change the constitution

Well you know

We all want to change your head

You tell me it`s the institution

Well you know

You better free your mind instead

But if you go carrying pictures of Chairman Mao

You ain`t going to make it with anyone anyhow

Don`t you know know it`s gonna be alright

Alright Alright Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229105-149","https://songteksten.net/artist/lyrics/40/the-beatles.html","5","https://songteksten.net/artist/lyrics/40/the-beatles/page/5.html","Lucille","https://songteksten.net/lyric/40/947/the-beatles/lucille.html","The Beatles - Lucille
Ah Lucille

Baby do your sister`s will

Ah Lucille

Baby do your sister`s will

Well you went up and married

But I love you still

Ah Lucille

Baby satisfy my soul

Ah Lucille

Baby satisfy my soul

Well you know I love baby

I`ll never let you go

Babe I woke up this morning

Lucille was not inside

I asked her friends about her

But all their lips were tight

Lucille

Please come back where you belong

Well I`m talking to you baby

I`ll never put you on

Aaaah! Wah!

Well Lucille

Baby do your sister`s will

Oo Lucille

Yeah baby do your sister`s will

Well you went up and married

But I love you still Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228993-95","https://songteksten.net/artist/lyrics/40/the-beatles.html","7","https://songteksten.net/artist/lyrics/40/the-beatles/page/7.html","Sexy Sadie","https://songteksten.net/lyric/40/1002/the-beatles/sexy-sadie.html","The Beatles - Sexy Sadie
Sexy Sadie what have you done 

You made a fool of everyone 

You made a fool of everyone 

Sexy Sadie ooh what have you done. 

Sexy Sadie you broke the rules 

You layed it down for all to see 

You layed it down for all to see 

Sexy Sadie oooh you broke the rules. 

One sunny day the world was waiting for a lover 

She came along to turn on everyone 

Sexy Sadie the greatest of them all. 

Sexy Sadie how did you know 

The world was waiting just for you 

The world was waiting just for you 

Sexy Sadie oooh how did you know. 

Sexy Sadie you`ll get yours yet 

However big you think you are 

However big you think you are 

Sexy Sadie oooh you`ll get yours yet. 

We gave her everything we owned just to sit at her table 

Just a smile would lighten everything 

Sexy Sadie she`s the latest and the greatest of them all. 

She made a fool of everyone 

Sexy Sadie. 

However big you think you are 

Sexy Sadie.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229026-110","https://songteksten.net/artist/lyrics/40/the-beatles.html","6","https://songteksten.net/artist/lyrics/40/the-beatles/page/6.html","Please Mister Postman","https://songteksten.net/lyric/40/987/the-beatles/please-mister-postman.html","The Beatles - Please Mister Postman
Wait, oh yes wait a minute mister postman

Wait, wait mister postman

Mister postman look and see

You got a letter in your bag for me

I been waiting such a long time

Since I heard from that girl of mine

There must be some word today

From my girlfriend so far away

Please mister postman look and see

If there's a letter, a letter for me

I been standing here waiting mister postman

So patiently

For just a card or just a letter

Saying she's returning home to me

So many days you passed me by

See the tear standing in my eye

You didn't stop to make me feel better

By leaving me a card or a letter

You gotta wait a minute, wait a minute

You gotta wait a minute, wait a minute

You gotta wait a minute, wait a minute

You gotta check it and see, one more time for me

Wait

Wait

Wait

Deliver the letter, the sooner the better

Wait Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229167-179","https://songteksten.net/artist/lyrics/40/the-beatles.html","4","https://songteksten.net/artist/lyrics/40/the-beatles/page/4.html","I've Got A Feeling","https://songteksten.net/lyric/40/917/the-beatles/ive-got-a-feeling.html","The Beatles - I've Got A Feeling
I`ve got a feeling, a feeling deep inside 

Oh yeah, Oh yeah. 

I`ve got a feeling, a feeling I can`t hide 

Oh no. Oh no, Oh no, 

Yeah I`ve got a feeling. 

Oh please believe me, I`d hate to miss the train 

Oh yeah, Oh yeah. 

And if you leave me I won`t be late again 

Oh no, Oh no, Oh no. 

Yeah I`ve got a feeling yeah. 

All these years I`ve been wandering around, 

Wondering how come nobody told me 

All that I was looking for was somebody 

Who looked like you. 

Ev`rybody had a hard year 

Ev`rybody had a good time 

Ev`rybody had a wet dream, 

Ev`rybody saw the sunshine 

Oh yeah, Oh yeah. 

Ev`rybody had a good year, 

Ev`rybody let their hair down, 

Ev`rybody pulled their socks up, 

Ev`rybody put their foot down. 

Oh yeah, Oh yeah. 

Oh my soul... so odd. Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543228935-67","https://songteksten.net/artist/lyrics/40/the-beatles.html","8","https://songteksten.net/artist/lyrics/40/the-beatles/page/8.html","Teddy Boy","https://songteksten.net/lyric/40/1037/the-beatles/teddy-boy.html","The Beatles - Teddy Boy
This is the story

About a boy named Ted

If his mother said (Said)

""Ted, be good (Be good, Ted),"" he would (Alright) 

She told him tales

About a soldier dad

But it made her sad

Then she cried, oh my

Ted used to tell her

He`d be twice as good

And he knew he could

`Cause in his head he said

""Mummy don`t worry

Your mblmblmbl`s here

Taking good care of you

Mama don`t worry

Your Teddy boy`s here

Teddy`s gonna see you through""

And she said

""Teddy don`t worry

Your mummy`s here

Taking good care of you""

She said, ""Teddy don`t worry

Your mummy`s here

Teddy`s gonna see you through""

He said, ""Ta da da...""

Then came the day

She found herself a man

Teddy turned and ran

Oh far away, oh yeah

He couldn`t stand

Just to be around

So he left the town far away, yeah yeah

Ted used to tell her

He`d be twice as good

And he know he could

`Cause in his head he said

""Mummy don`t worry

Now Teddy boy`s here

Taking good care of you

Mummy don`t worry

Your Teddy boy`s here

Teddy`s gonna see you through""

And she said

""Teddy don`t worry

Now mummy`s here

Taking good care of you

Teddy don`t worry

Your mummy`s here

Mummy`s gonna see you through""

And he said

""Mummy mummy don`t worry

Your Teddy boy`s here

Taking good care of you

Mummy don`t worry

Now Teddy boy`s here

Teddy`s gonna see you through""

Take your partners

And dosi-do

Hold them tight

And don`t let go

 When got it. Jump up

Take your partners

And dosi-do

When you got it

Then let it go

Hold them tight then

Now Ted used to tell her

He`d be twice as good

And he knew he could

`Cause in his head, he said... Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
"1543229095-144","https://songteksten.net/artist/lyrics/40/the-beatles.html","5","https://songteksten.net/artist/lyrics/40/the-beatles/page/5.html","Martha My Dear","https://songteksten.net/lyric/40/952/the-beatles/martha-my-dear.html","The Beatles - Martha My Dear
Martha my dear though I spend my days in conversation 

Please 

Remember me Martha my love 

Don`t forget me Martha my dear 

Hold your head up you silly girl look what you`ve done 

When you find yourself in the thick of it 

Help yourself to a bit of what is all around you 

Silly Girl. 

Take a good look around you 

Take a good look you`re bound to see 

That you and me were meant to be for each other 

Silly girl. 

Hold your hand out you silly girl see what you`ve done 

When you find yourself in the thick of it 

Help yourself to a bit of what is all around you 

Silly girl. 

Martha my dear you have always been my inspiration 

Please 

Be good to me Martha my love 

Don`t forget me Martha my dear.  Songteksten.net heeft toestemming van Stichting FEMU om deze songtekst te tonen. De songteksten mogen niet anders dan voor prive-gebruik gebruikt worden, iedere andere verspreiding van de songteksten is niet toegestaan."
